Date,Open,High,Low,Close,Volume
3/23/2015,91.379997,91.779999,91.209999,91.540001,1914700
3/24/2015,91.489998,91.489998,89.279999,89.410004,2948600
3/25/2015,89.410004,89.949997,88.18,88.209999,3607100
3/26/2015,91.510002,94.980003,90.940002,94.169998,7157000
3/27/2015,93.919998,94.139999,92.650002,93.940002,4347000
3/30/2015,94.150002,94.839996,93.940002,94.419998,3333100
3/31/2015,94.010002,94.489998,93.550003,93.690002,2708600
4/1/2015,93.559998,93.93,92.68,93.559998,2736100
4/2/2015,93.699997,94.419998,93.099998,94.18,2145700
4/6/2015,93.459999,96,93.129997,95.690002,2563700
4/7/2015,95.639999,96.779999,95.139999,96.389999,4232700
4/8/2015,95.459999,96.160004,94.660004,95.120003,2651600
4/9/2015,95.400002,95.660004,94.68,95.470001,1952200
4/10/2015,95.449997,95.470001,94.529999,94.690002,2158000
4/13/2015,94.339996,94.879997,93.440002,93.489998,2443900
4/14/2015,93.57,94.220001,93.220001,93.809998,2085600
4/15/2015,94.269997,94.5,94.010002,94.160004,2093900
4/16/2015,93.910004,94.220001,93.669998,94.059998,1934800
4/17/2015,93.290001,93.410004,92.160004,92.389999,2647800
4/20/2015,92.989998,93.559998,92.620003,93.269997,3292900
4/21/2015,93.910004,94,92.870003,93,1949800
4/22/2015,93.339996,93.629997,92.760002,93.379997,1896200
4/23/2015,93.379997,94.269997,92.849998,93.839996,2165500
4/24/2015,93.290001,93.82,92.639999,93.400002,2249800
4/27/2015,94.029999,94.400002,93.529999,93.760002,2155500
4/28/2015,93.599998,94.489998,92.739998,94.419998,1976300
4/29/2015,94.25,94.410004,92.910004,93.650002,1701900
4/30/2015,93.230003,93.860001,92.129997,92.650002,1804800
5/1/2015,93.32,93.669998,92.699997,93.360001,1851300
5/4/2015,93.839996,94.959999,93.760002,94.440002,1990600
5/5/2015,94.440002,94.739998,93.440002,93.650002,1769000
5/6/2015,93.660004,93.970001,92.589996,93,2386600
5/7/2015,92.93,94.830002,92.739998,94.489998,2466600
5/8/2015,95.57,96.290001,94.989998,95.889999,2411700
5/11/2015,95.5,96.440002,95.410004,96.010002,2837700
5/12/2015,95.309998,95.620003,94.449997,95.419998,2065100
5/13/2015,95.599998,96.099998,95.080002,95.68,1784400
5/14/2015,96.139999,97,96.059998,96.980003,1504600
5/15/2015,96.830002,97.239998,96.459999,97.019997,2578500
5/18/2015,96.610001,97.739998,96.610001,97.459999,2110900
5/19/2015,97.709999,97.949997,96.919998,97.18,1672000
5/20/2015,97.330002,97.779999,96.690002,97.050003,1441100
5/21/2015,96.779999,97.050003,96.290001,96.830002,1677800
5/22/2015,96.5,96.690002,95.919998,96.389999,2083000
5/26/2015,96.870003,97.169998,95.739998,96.089996,2397400
5/27/2015,96.309998,96.949997,95.940002,96.769997,1513600
5/28/2015,96.699997,97.019997,96.080002,96.910004,1202700
5/29/2015,96.779999,96.970001,95.800003,96.040001,1712600
6/1/2015,96.18,96.599998,95.610001,96.190002,1422100
6/2/2015,95.959999,96.849998,95.620003,96.330002,1152300
6/3/2015,96.769997,97.269997,96.349998,96.980003,1322900
6/4/2015,96.080002,96.790001,95.690002,95.93,1535100
6/5/2015,95.910004,96.059998,94.839996,95.400002,1753900
6/8/2015,95.160004,95.400002,94.669998,94.769997,1449700
6/9/2015,95.260002,95.400002,94.25,94.940002,1284800
6/10/2015,95.300003,96.919998,95.190002,96.519997,2131100
6/11/2015,96.660004,97.18,96.550003,96.919998,1857600
6/12/2015,96.309998,96.699997,95.93,96.099998,2034700
6/15/2015,95.089996,95.949997,94.690002,95.790001,1961500
6/16/2015,95.879997,96.93,95.610001,96.699997,1675300
6/17/2015,96.989998,97.309998,96.029999,96.93,1839900
6/18/2015,97.059998,97.699997,96.790001,97.309998,2003400
6/19/2015,96.980003,97.660004,96.790001,97.019997,2353900
6/22/2015,97.629997,99.059998,97.540001,98.589996,3081900
6/23/2015,99.040001,99.440002,97.730003,98.25,2513300
6/24/2015,98.010002,98.400002,96.790001,97.769997,2533000
6/25/2015,100.209999,100.470001,99.160004,99.480003,5103200
6/26/2015,99.970001,100.349998,98.519997,99,4990400
6/29/2015,98.139999,99.07,96.540001,96.68,3025000
6/30/2015,97.690002,97.690002,96.57,96.779999,2572500
7/1/2015,97.739998,98.790001,97.309998,98.059998,2259500
7/2/2015,98.290001,98.720001,96.510002,97.330002,2456700
7/6/2015,96.440002,97.580002,96.309998,97.339996,1817900
7/7/2015,97.800003,99.099998,96.650002,98.68,3089500
7/8/2015,99.449997,99.449997,96.949997,97.620003,2623300
7/9/2015,98.800003,99.089996,97.650002,97.75,2734900
7/10/2015,98.730003,99.279999,98.029999,98.779999,2536200
7/13/2015,99.349998,100.769997,99.089996,100.550003,3488900
7/14/2015,100.010002,100.870003,99.730003,100.739998,2394900
7/15/2015,100.559998,100.709999,99.650002,99.949997,1858600
7/16/2015,100.550003,101.620003,100.550003,101.449997,1858500
7/17/2015,101.559998,101.559998,100.169998,100.480003,1544700
7/20/2015,100.699997,101.190002,100.330002,100.720001,1579000
7/21/2015,100.370003,101.220001,100.199997,100.389999,1534400
7/22/2015,100.309998,102.5,100.25,102.330002,2775300
7/23/2015,102.5,103.309998,102.169998,102.419998,2308100
7/24/2015,102.169998,102.800003,100.879997,101.169998,2114800
7/27/2015,100.660004,101.010002,100.040001,100.389999,1871100
7/28/2015,100.910004,101.760002,100.449997,101.690002,1708400
7/29/2015,101.690002,102.709999,101.519997,102.449997,2071700
7/30/2015,102.059998,102.989998,101.610001,102.660004,1447200
7/31/2015,103,103.989998,102.93,103.110001,2402100
8/3/2015,103.169998,103.779999,102.389999,103.209999,2177600
8/4/2015,103.209999,104.599998,103.110001,103.419998,2141300
8/5/2015,105,105.330002,104.129997,104.5,2569900
8/6/2015,104.300003,104.860001,103,103.099998,1643800
8/7/2015,103.029999,103.830002,102.629997,103.739998,1760600
8/10/2015,104.309998,105.370003,104.139999,105.199997,1763800
8/11/2015,104.790001,104.949997,103.410004,103.580002,1936900
8/12/2015,102.779999,103.849998,102.339996,103.769997,2357100
8/13/2015,104.040001,104.089996,102.669998,103.389999,2358200
8/14/2015,103,103.529999,102.419998,103.449997,2055600
8/17/2015,103.330002,103.540001,102.43,103.480003,1874600
8/18/2015,103.639999,104.089996,103.099998,103.860001,1952300
8/19/2015,104.029999,104.160004,102.519997,102.870003,2082100
8/20/2015,102.18,103.660004,99.870003,99.970001,3459900
8/21/2015,99.370003,99.760002,97.089996,97.129997,3360600
8/24/2015,91.339996,94.260002,88.43,92.669998,5216500
8/25/2015,95.419998,95.760002,92.050003,92.139999,4313200
8/26/2015,94.330002,95.269997,92.400002,95.040001,3998900
8/27/2015,96.209999,96.5,93.959999,95.730003,3993100
8/28/2015,95.360001,96.139999,94.919998,95.849998,3221800
8/31/2015,95.209999,95.660004,94.190002,94.269997,2723900
9/1/2015,91.879997,93.5,91.68,92.290001,3869300
9/2/2015,93.589996,94.449997,92.32,94.43,2539300
9/3/2015,95.010002,95.940002,94.660004,95.610001,2815400
9/4/2015,94.309998,95.120003,93.68,94.449997,3421400
9/8/2015,96.269997,97.339996,96.010002,97.120003,2508200
9/9/2015,97.419998,97.849998,95.330002,95.519997,2087600
9/10/2015,95.389999,97.360001,95.360001,96.809998,3342100
9/11/2015,96.589996,97.449997,96,97.349998,1982700
9/14/2015,97.410004,97.5,96.400002,96.510002,2002500
9/15/2015,97,98.620003,96.139999,98.239998,2088000
9/16/2015,98.220001,99.349998,98.059998,98.959999,1741900
9/17/2015,98.959999,99.940002,98.349998,98.529999,2397500
9/18/2015,94.790001,98.510002,94.790001,97.529999,3564700
9/21/2015,98.050003,99.129997,97.660004,98.43,2345900
9/22/2015,97.129997,97.830002,96.150002,97.669998,2920500
9/23/2015,97.82,98.360001,97.32,97.860001,2816500
9/24/2015,95.769997,98,95.669998,97.769997,4054600
9/25/2015,98.360001,98.410004,96.370003,96.940002,3413400
9/28/2015,96.529999,97.32,95.800003,95.949997,3025500
9/29/2015,96.089996,96.779999,95.529999,96.599998,3371600
9/30/2015,97.639999,98.379997,97.349998,98.260002,3637900
10/1/2015,98.470001,99,97.050003,98.440002,3222700
10/2/2015,97.080002,99.419998,96.309998,99.389999,2610200
10/5/2015,99.970001,101.809998,99.940002,101.620003,2228200
10/6/2015,101.5,101.949997,100.889999,101.5,2460800
10/7/2015,102,102.629997,101.279999,102.620003,1954200
10/8/2015,102.510002,105.269997,102.190002,105.010002,3450100
10/9/2015,105.110001,106.480003,104.669998,104.779999,3835700
10/12/2015,104.690002,105.220001,104.610001,105.050003,2356700
10/13/2015,103,104.620003,102.730003,103.480003,2585600
10/14/2015,102.220001,102.949997,101.199997,102.43,2421100
10/15/2015,103.050003,103.050003,102.150002,102.300003,2737800
10/16/2015,103,103.010002,102.18,103.010002,2190500
10/19/2015,102.779999,103.32,102.589996,103.099998,2021700
10/20/2015,103.339996,103.639999,102.839996,103.470001,2813300
10/21/2015,103.970001,104.419998,102.400002,102.519997,1964500
10/22/2015,102.900002,106.610001,102.900002,106.459999,2483400
10/23/2015,107.300003,108.230003,106.269997,107.989998,2972600
10/26/2015,107.870003,108.440002,107.400002,107.970001,1479900
10/27/2015,107.550003,108.209999,107.290001,107.870003,1792300
10/28/2015,107.889999,109.860001,107.400002,109.730003,2910400
10/29/2015,109.07,109.379997,107.480003,107.949997,2438400
10/30/2015,108.050003,108.389999,107.199997,107.199997,2529200
11/2/2015,107.080002,107.93,107.080002,107.599998,2484600
11/3/2015,107.029999,107.690002,106.879997,107.309998,2443200
11/4/2015,107.330002,107.330002,106.459999,106.519997,2625600
11/5/2015,106.519997,106.959999,105.910004,106.089996,1841800
11/6/2015,105.32,106.25,105.089996,106,2204900
11/9/2015,105.230003,105.730003,104.550003,104.879997,2174100
11/10/2015,104.580002,105.199997,104.5,105.07,1580900
11/11/2015,105.300003,105.610001,105.040001,105.099998,1808400
11/12/2015,104.82,105.230003,104.160004,104.32,1830700
11/13/2015,104,104.5,103.019997,103.150002,2039300
11/16/2015,103.690002,106.419998,103.559998,106.330002,4147900
11/17/2015,106.400002,106.949997,105.379997,106.290001,2898700
11/18/2015,106.910004,108,106.290001,107.879997,2438900
11/19/2015,107.879997,108.43,107.040001,107.279999,2527800
11/20/2015,107.580002,108.309998,107.580002,107.970001,3405400
11/23/2015,107.970001,108.410004,107.550003,107.839996,2238800
11/24/2015,107.389999,107.739998,106.709999,107.349998,2547400
11/25/2015,107.690002,107.739998,107.019997,107.099998,1789000
11/27/2015,107.059998,107.760002,106.93,107.459999,995700
11/30/2015,107.580002,107.790001,107.099998,107.220001,2868800
12/1/2015,107.290001,108.25,107.220001,108.129997,2433700
12/2/2015,107.910004,108.650002,107.510002,107.589996,1780300
12/3/2015,107.540001,108.169998,105.370003,105.93,2587500
12/4/2015,106.290001,109.260002,106.25,109.099998,1970100
12/7/2015,109.129997,109.650002,108.239998,108.940002,1618700
12/8/2015,107.470001,109.239998,107.389999,108.910004,2293500
12/9/2015,108.559998,109.629997,106.739998,107.290001,1994700
12/10/2015,107.290001,108.5,106.839996,107.599998,2313200
12/11/2015,106.459999,106.720001,105.019997,105.300003,3066800
12/14/2015,105.690002,107.110001,105.370003,106.360001,3057200
12/15/2015,107.279999,107.989998,106.470001,106.720001,2859500
12/16/2015,107.32,109.220001,106.839996,109.080002,3146800
12/17/2015,107,107.150002,103.239998,103.260002,7181300
12/18/2015,103.129997,103.129997,101.910004,101.93,5473700
12/21/2015,102.919998,103.330002,102.190002,102.989998,2176200
12/22/2015,103.290001,103.940002,102.739998,103.760002,1812300
12/23/2015,104.059998,104.650002,103.75,104.419998,1491800
12/24/2015,104.220001,104.790001,104.190002,104.230003,686200
12/28/2015,103.639999,104.199997,103.419998,104.080002,1400900
12/29/2015,104.5,105.599998,104.5,105.32,1563100
12/30/2015,105.300003,106.389999,104.910004,105.860001,2047300
12/31/2015,105.400002,105.93,104.379997,104.5,1987700
1/4/2016,102.620003,102.650002,100.970001,101.830002,2817000
1/5/2016,101.970001,102.870003,101.470001,102.360001,2409000
1/6/2016,100.809998,103.059998,100.540001,102.160004,3134200
1/7/2016,99.75,100.839996,98.839996,99.160004,3194700
1/8/2016,99.480003,99.809998,98,98.199997,2330200
1/11/2016,98.480003,99.720001,98.080002,99.230003,2733300
1/12/2016,99.959999,101.290001,99.440002,101.010002,2811000
1/13/2016,101.389999,101.75,98.739998,99.260002,3160200
1/14/2016,99.120003,102.470001,98.910004,101.879997,4285500
1/15/2016,98.739998,101.010002,98.449997,99.269997,5184300
1/19/2016,100.160004,101.949997,99.779999,101.379997,3477500
1/20/2016,99.239998,100.190002,97.139999,99.059998,5245000
1/21/2016,99.040001,99.910004,98,98.290001,4499300
1/22/2016,99.790001,102.360001,99.559998,102.239998,3609700
1/25/2016,102.209999,103.150002,101.239998,101.75,2962100
1/26/2016,101.790001,103.129997,101.449997,102.529999,2925500
1/27/2016,102.669998,103.599998,101.330002,101.959999,3044300
1/28/2016,102.839996,103.589996,101.589996,103.080002,3378800
1/29/2016,103.370003,105.650002,103.239998,105.540001,4878500
2/1/2016,104.75,106.800003,104.730003,106.279999,3693100
2/2/2016,105.269997,105.620003,103.449997,103.82,2992900
2/3/2016,104.449997,104.68,100.620003,102.099998,4535300
2/4/2016,102.220001,103.019997,101.379997,102.730003,3834000
2/5/2016,102.419998,102.589996,98.580002,98.970001,3894500
2/8/2016,96.650002,96.650002,93.349998,95.07,6681700
2/9/2016,94.010002,95.080002,91.400002,93.32,6666400
2/10/2016,94.43,95.739998,94.129997,94.209999,4649100
2/11/2016,92.540001,93.919998,92.25,93.43,4202800
2/12/2016,94.43,95,93.989998,94.699997,3122500
2/16/2016,96.239998,97.089996,95.480003,96.910004,3808300
2/17/2016,97.739998,99.910004,97.730003,99.010002,3741700
2/18/2016,99.620003,101.120003,98.309998,98.519997,2740200
2/19/2016,98.309998,99.019997,97.93,98.949997,3229400
2/22/2016,100.160004,100.589996,99.580002,100.349998,2126300
2/23/2016,100.339996,100.68,99.550003,99.650002,2359100
2/24/2016,98.650002,99.620003,97.919998,99.550003,2567800
2/25/2016,99.959999,100.93,99.160004,100.910004,2794500
2/26/2016,101.480003,102.099998,100.949997,101.120003,2109900
2/29/2016,100.68,101.730003,100.139999,100.260002,2389500
3/1/2016,101.379997,103.449997,101,103.449997,2125500
3/2/2016,103.480003,103.480003,101.980003,102.660004,2436000
3/3/2016,102.449997,102.849998,101.18,102.800003,2031200
3/4/2016,103.089996,103.550003,102.57,103.18,1581900
3/7/2016,102.440002,102.559998,101.5,102.400002,1835600
3/8/2016,101.75,102.940002,101.360001,102.620003,2330600
3/9/2016,102.93,103.419998,102.620003,103.400002,2296300
3/10/2016,103.639999,104.400002,102.099998,103.580002,2406900
3/11/2016,104.489998,105.800003,104.160004,105.68,2952700
3/14/2016,105.099998,106.699997,104.970001,106.32,2757900
3/15/2016,106.059998,107.290001,105.400002,107.07,2391000
3/16/2016,107.239998,107.919998,106.260002,107.589996,2332800
3/17/2016,107.589996,108.669998,107.190002,108.559998,2876700
3/18/2016,108.730003,108.730003,107.190002,107.769997,8616800
3/21/2016,107.330002,108.849998,107.139999,108.160004,3472200
3/22/2016,107.720001,108.43,107.290001,107.830002,2136200
3/23/2016,107.379997,108.360001,107.209999,107.660004,3193300
3/24/2016,108.790001,114.440002,108.68,114.300003,6472700
3/28/2016,114.43,115.459999,113.68,114.169998,4214700
3/29/2016,113.5,115.470001,113.449997,115.260002,4021800
3/30/2016,115.400002,116.510002,115.029999,115.370003,3182300
3/31/2016,115.099998,116,115,115.400002,2740600
4/1/2016,114.760002,116.519997,114.699997,116.349998,2019200
4/4/2016,116.080002,116.199997,114.919998,115.5,2231900
4/5/2016,114.489998,115.150002,113.900002,114.129997,2069700
4/6/2016,113.989998,114.949997,113.739998,114.669998,2918800
4/7/2016,113.730003,114.019997,111.790001,112.099998,3075900
4/8/2016,112.919998,113.230003,111.849998,112.830002,1627300
4/11/2016,112.940002,114,112.800003,113.099998,2465400
4/12/2016,113.330002,114.5,112.919998,114.389999,2703800
4/13/2016,113.870003,115.019997,113.470001,114.959999,4390500
4/14/2016,115,115.269997,114.139999,114.75,2057700
4/15/2016,114.760002,115.309998,114.339996,114.82,2299700
4/18/2016,114.269997,115.68,113.949997,115.589996,2236500
4/19/2016,115.610001,115.830002,114.379997,115.099998,1823000
4/20/2016,115.5,116.18,115.089996,115.540001,2220900
4/21/2016,115.330002,116.169998,114.440002,114.480003,2327300
4/22/2016,114,114.970001,113.639999,113.949997,2634600
4/25/2016,113.860001,114.25,113.239998,114.099998,1805900
4/26/2016,114.410004,115.059998,113.839996,114.610001,2177200
4/27/2016,114.139999,115.669998,114.139999,115.480003,1990200
4/28/2016,114.989998,116.040001,113.980003,114.330002,2028200
4/29/2016,114.190002,114.190002,112.290001,112.919998,2451100
5/2/2016,112.900002,114.699997,112.309998,114.400002,2293900
5/3/2016,113.480003,113.879997,112.25,113.300003,2031600
5/4/2016,112.260002,113.910004,112.260002,113.550003,1816600
5/5/2016,113.650002,114.43,113.470001,114.080002,1704600
5/6/2016,113.82,115.669998,113.349998,115.550003,1917600
5/9/2016,115.279999,116.230003,115,115.470001,1452900
5/10/2016,115.589996,116.949997,115.480003,116.940002,1617400
5/11/2016,116.989998,116.989998,115.860001,115.980003,1582900
5/12/2016,116.419998,116.629997,115.470001,116.360001,2114300
5/13/2016,116.220001,116.629997,115.139999,115.440002,1803400
5/16/2016,115.620003,117.589996,115.010002,117.150002,2609800
5/17/2016,117.309998,117.5,115.870003,116.220001,2136800
5/18/2016,116.059998,117.349998,115.459999,116.519997,1367300
5/19/2016,116.269997,116.269997,114.589996,116.029999,1752500
5/20/2016,116.099998,116.910004,116.099998,116.470001,1538200
5/23/2016,116.690002,116.690002,115.839996,116.18,1249600
5/24/2016,116.580002,119.209999,116.580002,119.120003,2066400
5/25/2016,119.230003,119.720001,118.470001,118.550003,2123600
5/26/2016,118.589996,119.199997,118.050003,118.410004,1416500
5/27/2016,118.839996,118.940002,117.769997,118.940002,1317400
5/31/2016,118.889999,119.150002,118.089996,118.970001,1955700
6/1/2016,118.970001,119.120003,118.110001,119.010002,1202900
6/2/2016,118.699997,119.269997,118,119.239998,1605700
6/3/2016,118.879997,119,117.910004,118.900002,1196700
6/6/2016,119,119.760002,118.519997,119.599998,1202900
6/7/2016,119.940002,120.150002,119.239998,119.650002,1317300
6/8/2016,119.589996,119.949997,118.540001,119.32,2072100
6/9/2016,118.349998,119.529999,117.800003,119.440002,1197200
6/10/2016,118.5,118.889999,117.940002,118.269997,1452100
6/13/2016,117.860001,118.940002,117.029999,117.080002,1992300
6/14/2016,117.080002,118.32,116.75,118.089996,1425300
6/15/2016,118.300003,118.389999,117.330002,117.449997,1453300
6/16/2016,116.82,118.519997,116.629997,118.300003,1568800
6/17/2016,118.089996,118.110001,116.790001,117.57,2216500
6/20/2016,119.099998,120.330002,118.900002,119.050003,2092700
6/21/2016,119.610001,119.839996,119.199997,119.43,2040400
6/22/2016,119.940002,120.779999,118.919998,119.029999,3275500
6/23/2016,118.540001,118.910004,116.5,118.910004,2858800
6/24/2016,112.769997,114.900002,110.93,111.449997,6814300
6/27/2016,110.339996,110.75,108.660004,109.290001,3648000
6/28/2016,110.599998,111,109.580002,110.559998,2873000
6/29/2016,111.669998,112.019997,110.900002,111.760002,3603000
6/30/2016,112.32,113.309998,112.110001,113.290001,3682600
7/1/2016,113.660004,114.230003,113.290001,113.519997,2195500
7/5/2016,113.510002,113.559998,112.629997,113.099998,2041100
7/6/2016,112.629997,113.519997,111.959999,113.519997,2667200
7/7/2016,113.510002,113.900002,112.510002,112.699997,2050500
7/8/2016,113.730003,115.239998,113.169998,115.110001,1962800
7/11/2016,115.699997,115.980003,115.129997,115.459999,1522300
7/12/2016,115.900002,117.419998,115.599998,116.5,2431400
7/13/2016,117,117.160004,116.290001,116.830002,1537200
7/14/2016,117.5,118,116.660004,116.769997,1502000
7/15/2016,116.480003,116.639999,114.25,115.089996,2749000
7/18/2016,115.18,115.32,113.910004,114.139999,2390700
7/19/2016,113.650002,114.040001,113.040001,113.370003,1827000
7/20/2016,113.870003,116.050003,113.870003,115.449997,2665700
7/21/2016,115.07,115.290001,111.970001,112.360001,2465300
7/22/2016,112.779999,113.129997,111.849998,112.860001,1982800
7/25/2016,112.779999,113.110001,112.059998,113.07,1834100
7/26/2016,113.400002,114.419998,112.959999,114.260002,2796100
7/27/2016,114.449997,114.449997,113.209999,113.709999,2265100
7/28/2016,113.93,113.93,111.919998,112.080002,2224600
7/29/2016,112.400002,113.120003,111.330002,112.809998,2678700
8/1/2016,112.580002,113.550003,112.300003,112.879997,2235300
8/2/2016,112.639999,112.989998,112.080002,112.830002,2120100
8/3/2016,112.809998,113.610001,112.589996,113.610001,1601600
8/4/2016,113.169998,113.989998,112.690002,113.709999,2205900
8/5/2016,113.199997,114.739998,112.540001,114.599998,2746700
8/8/2016,114.599998,114.75,113.489998,113.68,1481900
8/9/2016,113.470001,113.809998,112.75,112.879997,1820000
8/10/2016,113.190002,113.480003,112.769997,113.220001,1498600
8/11/2016,113.529999,113.989998,113.379997,113.389999,1288600
8/12/2016,113.199997,113.550003,112.669998,113.029999,1414700
8/15/2016,113,114.110001,112.75,113.599998,2284400
8/16/2016,113.099998,113.260002,112.339996,112.980003,1998500
8/17/2016,113.089996,113.720001,112.410004,112.93,1566900
8/18/2016,112.739998,113.129997,111.919998,112.349998,2405600
8/19/2016,112.209999,113.150002,111.730003,113.050003,1519000
8/22/2016,112.730003,113.849998,112.360001,113.760002,1458600
8/23/2016,113.940002,115.900002,113.639999,115.480003,2385100
8/24/2016,115.470001,115.720001,114.269997,114.57,2266800
8/25/2016,114.239998,115.260002,113.669998,115.040001,1869300
8/26/2016,115.169998,116.199997,114.540001,115.199997,1419300
8/29/2016,115.080002,115.559998,114.349998,114.849998,1348700
8/30/2016,114.980003,115.550003,114.730003,115.349998,1319000
8/31/2016,114.93,115.379997,114.480003,115,1999400
9/1/2016,114.75,115.5,114.040001,115.059998,1572700
9/2/2016,115.5,116.260002,115.239998,115.660004,1539600
9/6/2016,115.830002,116,114.830002,115.360001,1479200
9/7/2016,115.370003,115.860001,114.940002,115.120003,1484300
9/8/2016,114.43,114.559998,112.25,112.300003,3066200
9/9/2016,111.709999,112.089996,110.330002,110.389999,3282700
9/12/2016,110.220001,112.959999,110.110001,112.760002,2370900
9/13/2016,111.580002,111.959999,110.169998,110.529999,2483200
9/14/2016,110.75,111.540001,109.290001,109.800003,2328100
9/15/2016,109.639999,111.419998,108.830002,110.720001,2903300
9/16/2016,110.330002,110.489998,109.120003,109.879997,2604900
9/19/2016,110.610001,111.279999,110.139999,110.5,1783100
9/20/2016,111.18,111.75,110.699997,110.699997,1995200
9/21/2016,111.489998,111.889999,110.75,111.699997,2466900
9/22/2016,111.980003,114.269997,111.910004,113.660004,2596200
9/23/2016,110.510002,113.790001,109.5,113.089996,2265200
9/26/2016,112.449997,113.949997,112.449997,113.730003,3224200
9/27/2016,113.75,116.220001,113.75,116.129997,3134700
9/28/2016,115.68,117.059998,115.370003,116.650002,3640300
9/29/2016,120.559998,124.959999,120.349998,121.639999,7643400
9/30/2016,121.779999,123.029999,121.779999,122.169998,4815800
10/3/2016,121.589996,122.470001,120.639999,120.860001,3667500
10/4/2016,121.18,121.440002,117.760002,118.239998,3973700
10/5/2016,118.489998,118.709999,117.510002,118.209999,2875100
10/6/2016,118.209999,118.809998,117.68,118.519997,2504500
10/7/2016,118.519997,118.639999,115.93,116,3034300
10/10/2016,116.379997,117.980003,116.379997,117.459999,2149600
10/11/2016,117.379997,117.440002,116.209999,116.970001,2708200
10/12/2016,117.410004,117.970001,116.709999,117.620003,2366500
10/13/2016,117.080002,118.5,116.029999,118.110001,3106600
10/14/2016,118.459999,119.160004,117.860001,118.25,2508500
10/17/2016,118.25,118.25,116.75,116.849998,1904900
10/18/2016,117.699997,118.260002,117.349998,117.529999,2458900
10/19/2016,116.709999,117.510002,116.129997,116.82,2263100
10/20/2016,116.599998,117.139999,115.959999,116.050003,2247800
10/21/2016,115.949997,116,114.910004,115.589996,1979100
10/24/2016,116.019997,116.5,115.480003,115.800003,1539800
10/25/2016,115.800003,115.870003,114.949997,115.269997,1456400
10/26/2016,114.790001,115.900002,114.510002,115.449997,1830900
10/27/2016,115.650002,116.110001,115.199997,115.459999,1871600
10/28/2016,115.849998,116.580002,115.029999,115.669998,1656200
10/31/2016,115.629997,116.559998,115.470001,116.239998,1877800
11/1/2016,116.5,116.699997,115.459999,116.139999,2444400
11/2/2016,116.139999,119.199997,116,118.610001,5361100
11/3/2016,118.129997,118.5,116.660004,116.949997,2086400
11/4/2016,117.040001,118.120003,116.440002,117.230003,2068300
11/7/2016,118.110001,120,118.110001,119.970001,2311100
11/8/2016,119.900002,121,119.510002,119.809998,2096000
11/9/2016,115.879997,118,114.660004,117.209999,5797600
11/10/2016,117.339996,120.800003,117.290001,120.330002,4357500
11/11/2016,119.660004,121,118.709999,119.18,3201800
11/14/2016,119.169998,119.589996,116.199997,117.25,3614200
11/15/2016,117.550003,117.839996,115.379997,115.989998,3119900
11/16/2016,116.190002,118.029999,115.760002,117.32,2143500
11/17/2016,117.5,118.540001,117.209999,118.370003,1313600
11/18/2016,118.25,118.559998,117.870003,118.43,2123500
11/21/2016,118.699997,119.879997,118.43,119.68,1694600
11/22/2016,119.919998,120.389999,119.32,119.480003,2251800
11/23/2016,119.360001,120.290001,119.07,119.82,1958700
11/25/2016,119.900002,120.779999,119.589996,120.739998,783700
11/28/2016,120.529999,121.389999,120.089996,120.760002,2075600
11/29/2016,120.739998,121.529999,120.370003,120.940002,1484000
11/30/2016,121.010002,121.139999,119.43,119.43,2635500
12/1/2016,119.5,120.050003,117.120003,117.660004,2260400
12/2/2016,117.629997,118.25,116.169998,117.290001,1922800
12/5/2016,117.860001,118.580002,117.290001,117.720001,2052300
12/6/2016,118.129997,118.889999,117.730003,118.410004,1973600
12/7/2016,118.650002,121.650002,118.449997,121.57,2024100
12/8/2016,121.669998,122.389999,121.269997,121.739998,1449300
12/9/2016,121.330002,123.459999,120.860001,123.309998,2227200
12/12/2016,122.860001,123.790001,122.599998,123.610001,1608700
12/13/2016,123.800003,125.720001,123.68,125.400002,2333200
12/14/2016,125.25,125.650002,123.43,123.650002,2041300
12/15/2016,123.449997,125.279999,123.260002,124.550003,1761400
12/16/2016,124.580002,125.160004,122.440002,123,4428100
12/19/2016,123.230003,124.440002,123.160004,123.650002,2750400
12/20/2016,124.040001,124.269997,123.010002,124.099998,3290800
12/21/2016,118.550003,119.980003,117.599998,117.900002,6032500
12/22/2016,118.059998,118.629997,117.010002,117.790001,2758400
12/23/2016,117.400002,118.209999,117.110001,117.480003,1697200
12/27/2016,117.360001,118.480003,117.209999,117.550003,1546300
12/28/2016,118,118,116.089996,116.610001,1797700
12/29/2016,116.980003,117.980003,116.510002,117.010002,1631500
12/30/2016,117.559998,117.949997,116.589996,117.129997,1739500
1/3/2017,117.379997,117.809998,115.82,116.459999,2351600
1/4/2017,116.910004,117.800003,116.43,116.739998,2639800
1/5/2017,116.980003,117.139999,114.949997,114.989998,3685400
1/6/2017,114.989998,116.739998,114.339996,116.300003,4125300
1/9/2017,116.139999,116.349998,114.919998,115,2550800
1/10/2017,114.940002,115.989998,114.639999,115.059998,2550100
1/11/2017,115.400002,116.260002,114.910004,116.120003,2845800
1/12/2017,115.620003,115.970001,114.839996,115.779999,2110800
1/13/2017,115.349998,117.440002,115.349998,116.949997,2665600
1/17/2017,115.919998,116.360001,115.470001,116.029999,2373200
1/18/2017,116.540001,116.949997,115.739998,115.949997,2262200
1/19/2017,115.599998,116,115.269997,115.5,1647100
