Date,amountofcredit,Gender,Education,MaritalStatus,Age,LastPayment,Defaultscore
8/6/2011,290000.0,2.0,3.0,2.0,32.0,0.0,0.0
8/7/2011,30000.0,1.0,1.0,2.0,26.0,0.0,0.0
8/8/2011,60000.0,1.0,2.0,2.0,45.0,0.0,0.0
8/9/2011,150000.0,1.0,3.0,1.0,49.0,0.0,0.0
8/10/2011,750000.0,2.0,3.0,1.0,40.0,-2.0,0.0
8/11/2011,30000.0,1.0,2.0,1.0,29.0,0.0,0.0
8/12/2011,160000.0,2.0,2.0,2.0,51.0,-1.0,0.0
8/13/2011,50000.0,2.0,2.0,1.0,31.0,0.0,1.0
8/14/2011,50000.0,2.0,1.0,2.0,42.0,-1.0,0.0
8/15/2011,160000.0,1.0,2.0,2.0,30.0,2.0,0.0
8/16/2011,150000.0,2.0,1.0,2.0,23.0,0.0,0.0
8/17/2011,30000.0,2.0,2.0,1.0,42.0,0.0,0.0
8/18/2011,350000.0,1.0,1.0,1.0,35.0,0.0,0.0
8/19/2011,20000.0,2.0,1.0,2.0,24.0,0.0,0.0
8/20/2011,50000.0,1.0,2.0,2.0,39.0,0.0,0.0
8/21/2011,180000.0,1.0,3.0,1.0,27.0,0.0,1.0
8/22/2011,30000.0,1.0,3.0,2.0,23.0,2.0,1.0
8/23/2011,100000.0,1.0,2.0,1.0,52.0,0.0,0.0
8/24/2011,20000.0,1.0,2.0,2.0,24.0,1.0,0.0
8/25/2011,80000.0,1.0,1.0,2.0,29.0,0.0,0.0
8/26/2011,150000.0,1.0,2.0,1.0,43.0,0.0,0.0
8/27/2011,230000.0,2.0,1.0,2.0,30.0,-1.0,0.0
8/28/2011,50000.0,1.0,1.0,1.0,25.0,0.0,0.0
8/29/2011,210000.0,2.0,1.0,2.0,39.0,-1.0,0.0
8/30/2011,50000.0,1.0,2.0,3.0,41.0,0.0,0.0
8/31/2011,240000.0,2.0,2.0,1.0,37.0,0.0,0.0
9/1/2011,500000.0,2.0,3.0,2.0,40.0,0.0,0.0
9/2/2011,210000.0,1.0,2.0,2.0,28.0,0.0,0.0
9/3/2011,160000.0,2.0,2.0,1.0,40.0,-2.0,0.0
9/4/2011,250000.0,2.0,1.0,2.0,48.0,1.0,1.0
9/5/2011,500000.0,2.0,1.0,2.0,46.0,0.0,0.0
9/6/2011,100000.0,1.0,2.0,1.0,35.0,1.0,1.0
9/7/2011,20000.0,2.0,2.0,2.0,26.0,0.0,0.0
9/8/2011,30000.0,2.0,2.0,1.0,30.0,0.0,0.0
9/9/2011,50000.0,2.0,1.0,2.0,27.0,0.0,0.0
9/10/2011,160000.0,1.0,2.0,2.0,27.0,0.0,0.0
9/11/2011,50000.0,1.0,3.0,2.0,28.0,1.0,0.0
9/12/2011,90000.0,2.0,3.0,1.0,25.0,-1.0,1.0
9/13/2011,20000.0,1.0,2.0,2.0,28.0,0.0,0.0
9/14/2011,50000.0,1.0,1.0,1.0,44.0,0.0,0.0
9/15/2011,230000.0,2.0,3.0,2.0,39.0,1.0,0.0
9/16/2011,150000.0,1.0,2.0,2.0,31.0,3.0,0.0
9/17/2011,50000.0,1.0,1.0,2.0,45.0,0.0,0.0
9/18/2011,280000.0,2.0,1.0,2.0,36.0,-1.0,0.0
9/19/2011,500000.0,2.0,1.0,1.0,37.0,0.0,0.0
9/20/2011,90000.0,2.0,2.0,1.0,47.0,-1.0,0.0
9/21/2011,360000.0,1.0,1.0,2.0,29.0,-1.0,0.0
9/22/2011,140000.0,1.0,2.0,2.0,50.0,0.0,0.0
9/23/2011,140000.0,1.0,1.0,2.0,44.0,-1.0,0.0
9/24/2011,230000.0,2.0,1.0,2.0,44.0,1.0,1.0
9/25/2011,50000.0,2.0,2.0,2.0,25.0,0.0,0.0
9/26/2011,130000.0,2.0,2.0,1.0,50.0,-1.0,0.0
9/27/2011,330000.0,2.0,1.0,2.0,44.0,0.0,1.0
9/28/2011,210000.0,1.0,1.0,2.0,30.0,-1.0,0.0
9/29/2011,10000.0,2.0,1.0,1.0,27.0,2.0,0.0
9/30/2011,50000.0,2.0,2.0,1.0,54.0,0.0,0.0
10/1/2011,100000.0,2.0,1.0,1.0,46.0,0.0,0.0
10/2/2011,70000.0,2.0,3.0,1.0,26.0,0.0,0.0
10/3/2011,50000.0,2.0,2.0,1.0,45.0,0.0,0.0
10/4/2011,170000.0,2.0,1.0,1.0,28.0,0.0,0.0
10/5/2011,100000.0,2.0,2.0,1.0,50.0,2.0,1.0
10/6/2011,80000.0,1.0,1.0,1.0,36.0,0.0,0.0
10/7/2011,150000.0,1.0,3.0,2.0,27.0,0.0,0.0
10/8/2011,50000.0,2.0,3.0,2.0,23.0,0.0,0.0
10/9/2011,80000.0,1.0,2.0,1.0,34.0,1.0,0.0
10/10/2011,120000.0,2.0,1.0,2.0,24.0,0.0,0.0
10/11/2011,470000.0,1.0,3.0,1.0,47.0,0.0,0.0
10/12/2011,80000.0,2.0,3.0,1.0,52.0,0.0,0.0
10/13/2011,60000.0,1.0,1.0,2.0,30.0,0.0,0.0
10/14/2011,80000.0,1.0,2.0,2.0,42.0,0.0,0.0
10/15/2011,50000.0,1.0,2.0,1.0,57.0,0.0,1.0
10/16/2011,500000.0,1.0,1.0,1.0,43.0,0.0,1.0
10/17/2011,110000.0,1.0,2.0,2.0,26.0,0.0,0.0
10/18/2011,80000.0,2.0,2.0,1.0,44.0,0.0,0.0
10/19/2011,50000.0,1.0,2.0,2.0,27.0,2.0,1.0
10/20/2011,400000.0,2.0,1.0,1.0,44.0,4.0,1.0
10/21/2011,90000.0,2.0,1.0,2.0,29.0,0.0,0.0
10/22/2011,150000.0,2.0,5.0,1.0,53.0,0.0,0.0
10/23/2011,360000.0,2.0,1.0,1.0,35.0,-1.0,0.0
10/24/2011,170000.0,1.0,3.0,1.0,29.0,0.0,0.0
10/25/2011,110000.0,1.0,3.0,2.0,37.0,2.0,1.0
10/26/2011,220000.0,2.0,1.0,2.0,29.0,0.0,0.0
10/27/2011,200000.0,2.0,2.0,1.0,36.0,0.0,0.0
10/28/2011,500000.0,2.0,1.0,2.0,47.0,-2.0,0.0
10/29/2011,340000.0,1.0,1.0,1.0,48.0,0.0,0.0
10/30/2011,180000.0,2.0,2.0,2.0,32.0,1.0,0.0
10/31/2011,490000.0,1.0,1.0,2.0,44.0,-1.0,0.0
11/1/2011,60000.0,2.0,2.0,2.0,26.0,0.0,0.0
11/2/2011,250000.0,1.0,1.0,2.0,30.0,-2.0,0.0
11/3/2011,20000.0,2.0,2.0,2.0,30.0,2.0,1.0
11/4/2011,170000.0,1.0,3.0,1.0,39.0,1.0,0.0
11/5/2011,160000.0,2.0,3.0,2.0,37.0,2.0,1.0
11/6/2011,80000.0,2.0,1.0,2.0,25.0,-1.0,0.0
11/7/2011,380000.0,2.0,1.0,1.0,36.0,-1.0,0.0
11/8/2011,70000.0,2.0,3.0,1.0,33.0,0.0,1.0
11/9/2011,80000.0,1.0,1.0,2.0,29.0,0.0,0.0
11/10/2011,380000.0,1.0,2.0,1.0,58.0,0.0,0.0
11/11/2011,230000.0,2.0,1.0,2.0,24.0,0.0,0.0
11/12/2011,130000.0,1.0,2.0,2.0,28.0,2.0,1.0
11/13/2011,160000.0,2.0,1.0,1.0,35.0,-1.0,0.0
11/14/2011,50000.0,2.0,3.0,1.0,42.0,0.0,0.0
11/15/2011,180000.0,1.0,1.0,1.0,45.0,2.0,0.0
11/16/2011,220000.0,2.0,2.0,2.0,31.0,0.0,0.0
11/17/2011,200000.0,2.0,3.0,1.0,41.0,1.0,1.0
11/18/2011,520000.0,1.0,3.0,1.0,41.0,2.0,1.0
11/19/2011,30000.0,1.0,2.0,2.0,46.0,0.0,1.0
11/20/2011,150000.0,2.0,2.0,3.0,41.0,1.0,0.0
11/21/2011,210000.0,2.0,2.0,1.0,32.0,-1.0,0.0
11/22/2011,50000.0,2.0,2.0,2.0,36.0,2.0,1.0
11/23/2011,20000.0,2.0,2.0,1.0,37.0,0.0,0.0
11/24/2011,290000.0,1.0,1.0,1.0,44.0,-1.0,0.0
11/25/2011,50000.0,2.0,2.0,2.0,32.0,1.0,0.0
11/26/2011,130000.0,2.0,3.0,1.0,42.0,0.0,0.0
11/27/2011,60000.0,1.0,2.0,2.0,24.0,0.0,0.0
11/28/2011,20000.0,1.0,1.0,2.0,25.0,0.0,0.0
11/29/2011,160000.0,2.0,2.0,2.0,35.0,0.0,0.0
11/30/2011,250000.0,2.0,3.0,1.0,39.0,-1.0,0.0
12/1/2011,80000.0,1.0,3.0,1.0,38.0,0.0,0.0
12/2/2011,60000.0,2.0,2.0,1.0,33.0,0.0,0.0
12/3/2011,80000.0,1.0,2.0,2.0,30.0,0.0,1.0
12/4/2011,60000.0,1.0,2.0,2.0,25.0,2.0,0.0
12/5/2011,410000.0,1.0,1.0,1.0,38.0,-1.0,0.0
12/6/2011,240000.0,2.0,1.0,2.0,34.0,0.0,0.0
12/7/2011,30000.0,1.0,3.0,2.0,46.0,3.0,1.0
12/8/2011,200000.0,2.0,2.0,2.0,31.0,0.0,0.0
12/9/2011,180000.0,2.0,2.0,1.0,46.0,1.0,0.0
12/10/2011,100000.0,1.0,2.0,2.0,32.0,-1.0,0.0
12/11/2011,50000.0,2.0,5.0,2.0,42.0,0.0,1.0
12/12/2011,60000.0,2.0,3.0,2.0,45.0,-1.0,1.0
12/13/2011,50000.0,2.0,1.0,2.0,26.0,0.0,1.0
12/14/2011,240000.0,2.0,1.0,1.0,34.0,-2.0,0.0
12/15/2011,220000.0,2.0,1.0,2.0,29.0,0.0,0.0
12/16/2011,40000.0,1.0,3.0,2.0,42.0,-1.0,0.0
12/17/2011,80000.0,2.0,1.0,2.0,23.0,0.0,0.0
12/18/2011,320000.0,1.0,2.0,2.0,52.0,-1.0,0.0
12/19/2011,420000.0,1.0,2.0,1.0,43.0,0.0,0.0
12/20/2011,500000.0,1.0,2.0,1.0,48.0,-1.0,0.0
12/21/2011,290000.0,2.0,2.0,2.0,24.0,0.0,0.0
12/22/2011,190000.0,1.0,1.0,1.0,45.0,0.0,0.0
12/23/2011,100000.0,1.0,1.0,2.0,33.0,2.0,1.0
12/24/2011,230000.0,2.0,2.0,2.0,26.0,1.0,0.0
12/25/2011,50000.0,1.0,2.0,1.0,36.0,1.0,0.0
12/26/2011,210000.0,1.0,2.0,1.0,43.0,0.0,0.0
12/27/2011,90000.0,2.0,2.0,2.0,24.0,1.0,1.0
12/28/2011,480000.0,1.0,3.0,1.0,56.0,0.0,0.0
12/29/2011,120000.0,1.0,1.0,2.0,41.0,1.0,0.0
12/30/2011,160000.0,1.0,2.0,2.0,28.0,1.0,0.0
12/31/2011,110000.0,1.0,2.0,1.0,27.0,1.0,0.0
1/1/2012,260000.0,2.0,2.0,1.0,60.0,1.0,0.0
1/2/2012,80000.0,1.0,1.0,2.0,24.0,-1.0,0.0
1/3/2012,50000.0,1.0,2.0,1.0,58.0,-1.0,0.0
1/4/2012,50000.0,2.0,2.0,1.0,45.0,0.0,1.0
1/5/2012,100000.0,2.0,2.0,2.0,29.0,0.0,0.0
1/6/2012,20000.0,1.0,3.0,1.0,56.0,1.0,1.0
1/7/2012,260000.0,2.0,1.0,1.0,44.0,1.0,0.0
1/8/2012,680000.0,2.0,1.0,1.0,42.0,0.0,0.0
1/9/2012,50000.0,1.0,2.0,2.0,25.0,-1.0,0.0
1/10/2012,170000.0,2.0,1.0,2.0,27.0,0.0,0.0
1/11/2012,210000.0,2.0,2.0,1.0,37.0,-1.0,1.0
1/12/2012,500000.0,1.0,1.0,1.0,51.0,-2.0,0.0
1/13/2012,180000.0,2.0,1.0,1.0,45.0,0.0,0.0
1/14/2012,340000.0,2.0,2.0,1.0,37.0,1.0,0.0
1/15/2012,160000.0,1.0,3.0,2.0,30.0,0.0,0.0
1/16/2012,30000.0,2.0,2.0,1.0,22.0,2.0,1.0
1/17/2012,230000.0,2.0,2.0,1.0,44.0,0.0,0.0
1/18/2012,30000.0,1.0,3.0,2.0,22.0,2.0,0.0
1/19/2012,480000.0,1.0,2.0,2.0,33.0,-1.0,0.0
1/20/2012,360000.0,1.0,1.0,1.0,44.0,-1.0,0.0
1/21/2012,500000.0,1.0,1.0,1.0,50.0,1.0,1.0
1/22/2012,220000.0,1.0,1.0,1.0,37.0,-1.0,0.0
1/23/2012,100000.0,2.0,1.0,2.0,29.0,3.0,1.0
1/24/2012,200000.0,2.0,2.0,2.0,31.0,1.0,0.0
1/25/2012,200000.0,1.0,1.0,2.0,40.0,0.0,0.0
1/26/2012,90000.0,2.0,2.0,2.0,23.0,0.0,0.0
1/27/2012,50000.0,1.0,2.0,2.0,24.0,0.0,0.0
1/28/2012,80000.0,2.0,2.0,1.0,42.0,2.0,1.0
1/29/2012,260000.0,2.0,1.0,1.0,48.0,0.0,0.0
1/30/2012,80000.0,2.0,3.0,1.0,25.0,0.0,0.0
1/31/2012,20000.0,1.0,1.0,2.0,23.0,1.0,1.0
2/1/2012,50000.0,1.0,2.0,2.0,53.0,1.0,0.0
2/2/2012,90000.0,2.0,1.0,2.0,29.0,0.0,0.0
2/3/2012,290000.0,1.0,2.0,1.0,30.0,0.0,0.0
2/4/2012,20000.0,2.0,3.0,1.0,30.0,-2.0,0.0
2/5/2012,230000.0,2.0,1.0,2.0,36.0,1.0,0.0
2/6/2012,360000.0,2.0,2.0,2.0,34.0,1.0,0.0
2/7/2012,50000.0,1.0,2.0,2.0,40.0,0.0,1.0
2/8/2012,80000.0,1.0,2.0,2.0,36.0,-2.0,0.0
2/9/2012,100000.0,2.0,2.0,2.0,56.0,0.0,1.0
2/10/2012,390000.0,2.0,1.0,2.0,28.0,0.0,0.0
2/11/2012,120000.0,1.0,2.0,1.0,52.0,2.0,0.0
2/12/2012,20000.0,2.0,2.0,2.0,35.0,1.0,0.0
2/13/2012,150000.0,2.0,2.0,2.0,24.0,2.0,1.0
2/14/2012,20000.0,1.0,2.0,1.0,38.0,0.0,1.0
2/15/2012,20000.0,1.0,1.0,1.0,44.0,0.0,0.0
2/16/2012,250000.0,1.0,1.0,2.0,44.0,0.0,0.0
2/17/2012,230000.0,2.0,2.0,2.0,25.0,0.0,0.0
2/18/2012,20000.0,1.0,3.0,1.0,40.0,0.0,0.0
2/19/2012,80000.0,2.0,2.0,1.0,41.0,0.0,0.0
2/20/2012,310000.0,2.0,2.0,2.0,32.0,0.0,0.0
2/21/2012,480000.0,1.0,1.0,2.0,49.0,0.0,0.0
2/22/2012,20000.0,2.0,1.0,2.0,24.0,0.0,0.0
2/23/2012,50000.0,1.0,3.0,1.0,22.0,0.0,0.0
2/24/2012,190000.0,1.0,2.0,1.0,35.0,6.0,1.0
2/25/2012,50000.0,1.0,2.0,2.0,41.0,0.0,0.0
2/26/2012,50000.0,2.0,2.0,2.0,29.0,2.0,1.0
2/27/2012,50000.0,1.0,2.0,1.0,38.0,0.0,0.0
2/28/2012,300000.0,2.0,2.0,1.0,45.0,-1.0,0.0
2/29/2012,60000.0,1.0,2.0,1.0,33.0,0.0,0.0
3/1/2012,260000.0,1.0,1.0,2.0,28.0,1.0,0.0
3/2/2012,190000.0,1.0,1.0,2.0,27.0,1.0,0.0
3/3/2012,500000.0,1.0,3.0,3.0,53.0,0.0,0.0
3/4/2012,300000.0,2.0,1.0,2.0,31.0,0.0,0.0
3/5/2012,50000.0,1.0,2.0,2.0,43.0,0.0,1.0
3/6/2012,50000.0,2.0,3.0,1.0,27.0,-1.0,1.0
3/7/2012,130000.0,2.0,2.0,1.0,42.0,0.0,0.0
3/8/2012,80000.0,1.0,1.0,1.0,38.0,-1.0,1.0
3/9/2012,50000.0,1.0,2.0,3.0,37.0,1.0,1.0
3/10/2012,50000.0,2.0,2.0,2.0,31.0,1.0,1.0
3/11/2012,120000.0,2.0,1.0,2.0,27.0,1.0,1.0
3/12/2012,220000.0,2.0,1.0,2.0,33.0,-1.0,1.0
3/13/2012,50000.0,2.0,1.0,2.0,35.0,1.0,1.0
3/14/2012,90000.0,2.0,1.0,2.0,29.0,1.0,1.0
3/15/2012,360000.0,2.0,2.0,2.0,43.0,-2.0,1.0
3/16/2012,280000.0,2.0,2.0,1.0,49.0,1.0,1.0
3/17/2012,270000.0,2.0,1.0,1.0,57.0,-2.0,1.0
3/18/2012,200000.0,1.0,1.0,1.0,31.0,1.0,1.0
3/19/2012,80000.0,1.0,3.0,2.0,25.0,1.0,1.0
3/20/2012,60000.0,2.0,1.0,2.0,34.0,1.0,1.0
3/21/2012,60000.0,2.0,2.0,2.0,31.0,1.0,1.0
3/22/2012,90000.0,2.0,1.0,2.0,28.0,-1.0,1.0
3/23/2012,10000.0,2.0,3.0,3.0,48.0,1.0,1.0
3/24/2012,140000.0,1.0,2.0,2.0,36.0,1.0,1.0
3/25/2012,280000.0,1.0,1.0,1.0,42.0,1.0,1.0
3/26/2012,140000.0,2.0,2.0,1.0,24.0,1.0,1.0
3/27/2012,110000.0,1.0,3.0,1.0,52.0,1.0,1.0
3/28/2012,120000.0,2.0,3.0,2.0,26.0,0.0,0.0
3/29/2012,130000.0,2.0,2.0,1.0,39.0,0.0,0.0
3/30/2012,290000.0,1.0,2.0,1.0,48.0,0.0,0.0
3/31/2012,80000.0,1.0,2.0,1.0,33.0,0.0,0.0
4/1/2012,50000.0,2.0,2.0,2.0,22.0,2.0,1.0
4/2/2012,450000.0,2.0,2.0,1.0,33.0,-2.0,0.0
4/3/2012,50000.0,1.0,3.0,1.0,37.0,3.0,1.0
4/4/2012,170000.0,2.0,1.0,2.0,27.0,-2.0,0.0
4/5/2012,210000.0,1.0,2.0,2.0,30.0,0.0,0.0
4/6/2012,30000.0,2.0,2.0,2.0,23.0,2.0,0.0
4/7/2012,230000.0,1.0,1.0,2.0,33.0,0.0,0.0
4/8/2012,170000.0,1.0,2.0,2.0,34.0,-1.0,1.0
4/9/2012,20000.0,2.0,2.0,2.0,22.0,0.0,0.0
4/10/2012,50000.0,1.0,3.0,1.0,54.0,1.0,0.0
4/11/2012,100000.0,2.0,2.0,1.0,42.0,0.0,0.0
4/12/2012,140000.0,2.0,1.0,2.0,27.0,-1.0,0.0
4/13/2012,100000.0,2.0,1.0,2.0,30.0,0.0,0.0
4/14/2012,150000.0,2.0,1.0,1.0,37.0,1.0,1.0
4/15/2012,60000.0,2.0,3.0,2.0,23.0,1.0,1.0
4/16/2012,200000.0,1.0,3.0,1.0,33.0,0.0,1.0
4/17/2012,200000.0,2.0,1.0,2.0,27.0,0.0,0.0
4/18/2012,50000.0,2.0,1.0,2.0,35.0,0.0,1.0
4/19/2012,60000.0,1.0,2.0,2.0,32.0,0.0,0.0
4/20/2012,50000.0,2.0,3.0,1.0,32.0,1.0,1.0
4/21/2012,140000.0,2.0,2.0,1.0,55.0,0.0,0.0
4/22/2012,640000.0,2.0,1.0,2.0,41.0,0.0,1.0
4/23/2012,210000.0,1.0,2.0,1.0,41.0,2.0,1.0
4/24/2012,60000.0,2.0,2.0,1.0,27.0,1.0,1.0
4/25/2012,80000.0,2.0,2.0,1.0,32.0,3.0,1.0
4/26/2012,290000.0,2.0,1.0,1.0,37.0,-1.0,1.0
4/27/2012,150000.0,2.0,1.0,2.0,28.0,1.0,1.0
4/28/2012,200000.0,2.0,2.0,2.0,40.0,1.0,1.0
4/29/2012,130000.0,2.0,2.0,2.0,29.0,2.0,1.0
4/30/2012,490000.0,1.0,2.0,2.0,34.0,-2.0,1.0
5/1/2012,200000.0,1.0,2.0,1.0,40.0,-1.0,1.0
5/2/2012,210000.0,2.0,1.0,1.0,54.0,-1.0,1.0
5/3/2012,260000.0,2.0,1.0,2.0,29.0,-1.0,1.0
5/4/2012,80000.0,1.0,2.0,1.0,42.0,1.0,1.0
5/5/2012,50000.0,1.0,3.0,1.0,53.0,1.0,1.0
5/6/2012,210000.0,2.0,2.0,2.0,30.0,1.0,1.0
5/7/2012,210000.0,2.0,2.0,3.0,52.0,-1.0,1.0
5/8/2012,40000.0,2.0,3.0,1.0,41.0,1.0,1.0
5/9/2012,110000.0,2.0,2.0,1.0,33.0,1.0,1.0
5/10/2012,50000.0,1.0,1.0,2.0,49.0,1.0,1.0
5/11/2012,80000.0,2.0,1.0,2.0,27.0,-1.0,1.0
5/12/2012,80000.0,2.0,1.0,2.0,37.0,-1.0,1.0
5/13/2012,250000.0,2.0,1.0,2.0,43.0,0.0,0.0
5/14/2012,100000.0,2.0,1.0,2.0,27.0,0.0,0.0
5/15/2012,50000.0,1.0,2.0,2.0,29.0,2.0,1.0
5/16/2012,150000.0,2.0,1.0,2.0,32.0,2.0,1.0
5/17/2012,70000.0,1.0,2.0,2.0,30.0,0.0,1.0
5/18/2012,150000.0,1.0,1.0,2.0,29.0,-1.0,0.0
5/19/2012,360000.0,2.0,1.0,2.0,31.0,-1.0,0.0
5/20/2012,90000.0,1.0,2.0,2.0,29.0,0.0,1.0
5/21/2012,160000.0,2.0,2.0,1.0,28.0,1.0,1.0
5/22/2012,70000.0,2.0,2.0,2.0,36.0,1.0,1.0
5/23/2012,360000.0,2.0,2.0,1.0,33.0,1.0,1.0
5/24/2012,420000.0,2.0,1.0,2.0,33.0,-1.0,1.0
5/25/2012,50000.0,2.0,2.0,1.0,47.0,1.0,1.0
5/26/2012,160000.0,2.0,2.0,2.0,28.0,3.0,1.0
5/27/2012,100000.0,2.0,2.0,1.0,38.0,1.0,1.0
5/28/2012,240000.0,2.0,3.0,1.0,41.0,-1.0,1.0
5/29/2012,390000.0,2.0,1.0,2.0,42.0,1.0,1.0
5/30/2012,80000.0,2.0,2.0,1.0,37.0,1.0,1.0
5/31/2012,360000.0,2.0,1.0,2.0,29.0,1.0,1.0
6/1/2012,210000.0,2.0,2.0,1.0,34.0,-1.0,1.0
6/2/2012,320000.0,2.0,1.0,2.0,28.0,1.0,1.0
6/3/2012,20000.0,2.0,3.0,1.0,50.0,1.0,1.0
6/4/2012,180000.0,2.0,2.0,1.0,27.0,2.0,1.0
6/5/2012,490000.0,1.0,2.0,1.0,50.0,1.0,1.0
6/6/2012,30000.0,2.0,2.0,2.0,22.0,1.0,1.0
6/7/2012,290000.0,2.0,1.0,1.0,34.0,-1.0,1.0
6/8/2012,340000.0,2.0,2.0,1.0,46.0,-2.0,1.0
6/9/2012,40000.0,2.0,2.0,1.0,43.0,-1.0,1.0
6/10/2012,50000.0,1.0,2.0,2.0,23.0,-2.0,0.0
6/11/2012,30000.0,1.0,2.0,2.0,30.0,2.0,1.0
6/12/2012,60000.0,2.0,1.0,2.0,34.0,2.0,0.0
6/13/2012,180000.0,1.0,5.0,2.0,29.0,1.0,0.0
6/14/2012,160000.0,1.0,3.0,1.0,57.0,-1.0,0.0
6/15/2012,170000.0,1.0,1.0,1.0,33.0,1.0,0.0
6/16/2012,50000.0,1.0,2.0,1.0,42.0,2.0,0.0
6/17/2012,50000.0,1.0,2.0,1.0,45.0,0.0,0.0
6/18/2012,360000.0,2.0,1.0,1.0,32.0,-2.0,0.0
6/19/2012,160000.0,2.0,2.0,1.0,35.0,2.0,1.0
6/20/2012,260000.0,2.0,1.0,2.0,39.0,0.0,0.0
6/21/2012,350000.0,2.0,1.0,2.0,31.0,2.0,0.0
6/22/2012,30000.0,2.0,2.0,2.0,26.0,0.0,0.0
6/23/2012,180000.0,2.0,2.0,2.0,27.0,1.0,0.0
6/24/2012,230000.0,2.0,1.0,2.0,30.0,-1.0,0.0
6/25/2012,50000.0,2.0,1.0,2.0,29.0,1.0,0.0
6/26/2012,370000.0,1.0,2.0,1.0,38.0,2.0,1.0
6/27/2012,30000.0,1.0,2.0,1.0,42.0,0.0,0.0
6/28/2012,280000.0,1.0,1.0,2.0,31.0,1.0,0.0
6/29/2012,210000.0,2.0,2.0,2.0,53.0,-1.0,1.0
6/30/2012,150000.0,2.0,1.0,1.0,49.0,-1.0,0.0
7/1/2012,170000.0,2.0,1.0,2.0,30.0,-1.0,0.0
7/2/2012,80000.0,1.0,2.0,2.0,28.0,0.0,0.0
7/3/2012,30000.0,2.0,2.0,1.0,29.0,1.0,1.0
7/4/2012,50000.0,1.0,2.0,2.0,38.0,0.0,0.0
7/5/2012,140000.0,2.0,2.0,2.0,24.0,0.0,0.0
7/6/2012,30000.0,2.0,1.0,1.0,22.0,2.0,0.0
7/7/2012,50000.0,1.0,2.0,1.0,45.0,0.0,0.0
7/8/2012,20000.0,1.0,1.0,2.0,24.0,-1.0,0.0
7/9/2012,180000.0,1.0,1.0,1.0,37.0,0.0,0.0
7/10/2012,30000.0,1.0,2.0,2.0,46.0,0.0,0.0
7/11/2012,210000.0,1.0,2.0,2.0,26.0,0.0,0.0
7/12/2012,30000.0,1.0,2.0,2.0,35.0,0.0,0.0
7/13/2012,50000.0,2.0,2.0,2.0,31.0,0.0,0.0
7/14/2012,270000.0,2.0,1.0,2.0,31.0,-2.0,0.0
7/15/2012,70000.0,2.0,2.0,2.0,25.0,0.0,0.0
7/16/2012,110000.0,1.0,2.0,2.0,32.0,-1.0,0.0
7/17/2012,20000.0,2.0,1.0,2.0,24.0,-1.0,1.0
7/18/2012,150000.0,1.0,2.0,1.0,37.0,0.0,1.0
7/19/2012,420000.0,1.0,1.0,1.0,59.0,0.0,0.0
7/20/2012,20000.0,1.0,1.0,2.0,24.0,-2.0,0.0
7/21/2012,50000.0,1.0,2.0,2.0,51.0,0.0,0.0
7/22/2012,170000.0,1.0,1.0,2.0,51.0,0.0,0.0
7/23/2012,20000.0,1.0,3.0,1.0,35.0,1.0,0.0
7/24/2012,360000.0,2.0,3.0,2.0,36.0,-1.0,1.0
7/25/2012,280000.0,2.0,1.0,2.0,34.0,-1.0,0.0
7/26/2012,340000.0,1.0,1.0,2.0,35.0,-1.0,0.0
7/27/2012,180000.0,1.0,1.0,1.0,46.0,0.0,1.0
7/28/2012,280000.0,1.0,1.0,2.0,33.0,-1.0,1.0
7/29/2012,60000.0,1.0,1.0,2.0,27.0,0.0,1.0
7/30/2012,150000.0,1.0,1.0,1.0,56.0,2.0,1.0
7/31/2012,300000.0,2.0,1.0,2.0,24.0,0.0,0.0
8/1/2012,210000.0,2.0,1.0,1.0,34.0,0.0,0.0
8/2/2012,50000.0,1.0,1.0,2.0,29.0,0.0,0.0
8/3/2012,140000.0,2.0,1.0,2.0,30.0,-1.0,0.0
8/4/2012,180000.0,2.0,1.0,2.0,42.0,-1.0,0.0
8/5/2012,380000.0,1.0,3.0,1.0,44.0,-1.0,0.0
8/6/2012,10000.0,2.0,2.0,2.0,22.0,0.0,0.0
8/7/2012,50000.0,1.0,3.0,1.0,45.0,0.0,0.0
8/8/2012,50000.0,2.0,2.0,2.0,22.0,0.0,1.0
8/9/2012,50000.0,2.0,1.0,2.0,25.0,-1.0,0.0
8/10/2012,140000.0,2.0,2.0,1.0,37.0,0.0,0.0
8/11/2012,110000.0,1.0,2.0,2.0,36.0,0.0,0.0
8/12/2012,260000.0,1.0,2.0,1.0,63.0,-1.0,0.0
8/13/2012,50000.0,2.0,2.0,2.0,26.0,0.0,0.0
8/14/2012,180000.0,2.0,1.0,2.0,30.0,3.0,0.0
8/15/2012,150000.0,2.0,2.0,2.0,26.0,2.0,0.0
8/16/2012,80000.0,2.0,1.0,1.0,39.0,0.0,0.0
8/17/2012,210000.0,2.0,1.0,2.0,31.0,-2.0,0.0
8/18/2012,320000.0,1.0,1.0,1.0,44.0,-1.0,0.0
8/19/2012,100000.0,2.0,2.0,1.0,36.0,0.0,0.0
8/20/2012,100000.0,2.0,1.0,1.0,35.0,0.0,0.0
8/21/2012,50000.0,1.0,1.0,2.0,24.0,0.0,0.0
8/22/2012,240000.0,1.0,3.0,1.0,43.0,-1.0,1.0
8/23/2012,300000.0,2.0,1.0,2.0,33.0,1.0,0.0
8/24/2012,200000.0,2.0,1.0,2.0,30.0,0.0,1.0
